document,term,w
12,standards,1133
12,star,610
12,sunday,461
12,take,329
12,teacher,168
12,theater,1134
12,theater,1134
12,tony,1135
12,tony,1135
12,vacation,1136
12,walked,472
12,walked,472
12,wednesday,345
12,won,900
12,won,900
12,working,478
12,year,182
12,years,184
12,york,632
13,aide,1137
13,appointed,1138
13,architects,1139
13,arena,1140
13,attempted,12
13,attention,1141
13,authority,1142
13,bid,1143
13,bid,1143
13,bird,634
13,black,497
13,black,497
13,blacks,1144
13,built,205
13,bureaucracy,1145
13,career,1146
13,charles,26
13,collective,1147
13,combat,1148
13,conservative,1149
13,conservative,1149
13,constitution,722
13,counted,1150
13,court,507
13,credited,1151
13,crucial,1152
13,daughter,1103
13,dawkins,1153
13,dawkins,1153
13,death,36
13,decisive,1154
13,defense,741
13,democratic,743
13,democrats,1155
13,democrats,1155
13,drew,517
13,education,1156
13,escaped,384
13,familiar,1157
13,first,55
13,first,55
13,first,55
13,first,55
13,fiscal,1158
13,four,60
13,funding,1159
13,gains,1160
13,give,398
13,got,643
13,government,241
13,governor,1161
13,governor,1161
13,governor,1161
13,governor,1161
13,governors,1162
13,house,785
13,huge,1163
13,i,79
13,identify,1164
13,inmates,1165
13,intended,1166
13,ive,1167
13,job,1168
13,johnson,1169
13,johnson,1169
13,just,87
13,known,1170
13,last,95
13,law,798
13,lawyer,1171
13,level,1172
13,lieutenant,801
13,like,97
13,lobbyist,1173
13,long,101
13,looks,1174
13,lyndon,1175
13,mainstream,1176
13,major,1177
13,making,1178
13,making,1178
13,marine,1179
13,married,1180
13,maurice,105
13,member,1047
13,military,557
13,minister,269
13,national,560
13,national,560
13,national,560
13,office,433
13,office,433
13,officer,1181
13,offices,813
13,opened,1182
13,percent,280
13,percent,280
13,percent,280
13,popular,1183
13,positions,1184
13,practicing,1185
13,precincts,1186
13,president,292
13,presidential,836
13,primary,129
13,prison,1187
13,race,1188
13,ran,1058
13,republican,1189
13,responsibility,1190
13,retired,1191
13,robb,1192
13,robb,1192
13,robb,1192
13,robb,1192
13,robb,1192
13,row,1193
13,senate,859
13,shaken,453
13,six,1194
13,social,1195
13,soninlaw,1196
13,southern,865
13,spotlight,1197
13,springs,1198
13,state,868
13,state,868
13,state,868
13,states,326
13,strength,1199
13,strong,1200
13,style,1201
13,succeed,1202
13,success,1203
13,super,1204
13,supreme,614
13,sweep,1205
13,tenure,1206
13,three,171
13,three,171
13,three,171
13,time,338
13,today,619
13,top,466
13,troubles,1207
13,tuesday,623
13,tuesday,623
13,unemployed,1208
13,values,1209
13,victory,1210
13,virginia,1211
13,virginias,1212
13,virginias,1212
13,vote,1071
13,votes,1009
13,votes,1009
13,washington,893
13,white,899
13,women,631
13,won,900
13,won,900
13,yearold,183
13,years,184
13,years,184
13,years,184
14,ambassadors,1213
14,amid,487
14,article,1214
14,august,1215
14,capitals,1216
14,column,1217
14,concluded,1218
14,congress,720
14,considering,1219
14,country,732
14,iraq,250
14,iraqs,1220
14,iraqs,1220
14,issue,1221
14,magazine,1222
14,man,263
14,note,1223
14,press,293
14,priority,1056
14,reports,1224
14,reversing,1225
14,sanctions,856
14,says,315
14,society,1226
14,tide,1227
14,washington,893
14,washington,893
14,wound,1228
15,accompanied,1229
15,accompanying,1230
15,affordable,1231
15,ago,3
15,ago,3
15,air,483
15,annual,1232
15,assembled,1233
15,attributed,1234
15,august,1215
15,automobile,1021
15,automobiles,1235
15,base,492
15,big,17
15,board,1236
15,bolstered,1237
15,boom,1238
15,boom,1238
15,brisk,1239
15,business,703
15,businesses,704
15,capacity,1240
15,capacity,1240
15,capacity,1240
15,capacity,1240
15,capital,1022
15,caused,1241
15,climbed,1242
15,climbed,1242
15,concern,213
15,consecutive,1243
15,consecutive,1243
15,december,1244
15,declined,1245
15,declines,1246
15,demand,1247
15,dollar,1248
15,drilling,1249
15,drilling,1249
15,durable,1250
15,durable,1250
15,economists,1251
15,economists,1251
15,economy,1252
15,edges,1253
15,eight,1254
15,electricity,1255
15,equipment,1256
15,equipment,1256
15,equipment,1256
15,expand,525
15,expectations,1257
15,export,917
15,factories,1258
15,factories,1258
15,factories,1258
15,factories,1258
15,fear,1259
15,fed,1260
15,fed,1260
15,federal,48
15,federal,48
15,federal,48
15,feds,1261
15,flat,1262
15,fourth,1263
15,gain,1264
15,gain,1264
15,gains,1160
15,gains,1160
15,gas,1265
15,gas,1265
15,goods,1266
15,goods,1266
15,goods,1266
15,goods,1266
15,goods,1266
15,goods,1266
15,government,241
15,government,241
15,higher,1267
15,higher,1267
15,higher,1267
15,highest,1035
15,highest,1035
15,highest,1035
15,hit,1268
15,identical,1269
15,increase,788
15,increase,788
15,increased,1270
15,increased,1270
15,increases,1271
15,increases,1271
15,index,1272
15,index,1272
15,index,1272
15,industrial,1273
15,industrial,1273
15,industrial,1273
15,industries,1274
15,inflation,1275
15,items,1276
15,jump,1277
15,jumped,1278
15,last,95
15,last,95
15,last,95
15,leading,1279
15,level,1172
15,light,1280
15,light,1280
15,likely,1281
15,line,1282
15,lower,1283
15,makes,1284
15,manufacturing,1285
15,manufacturing,1285
15,manufacturing,1285
15,manufacturing,1285
15,manufacturing,1285
15,manufacturing,1285
15,markets,1286
15,meet,1287
15,metals,1288
15,million,268
15,mills,1289
15,mines,1290
15,mines,1290
15,mines,1290
15,mining,1291
15,modernize,1292
15,month,807
15,month,807
15,month,807
15,month,807
15,month,807
15,months,933
15,motor,1293
15,nine,1294
15,november,1295
15,november,1295
15,november,1295
15,november,1295
15,november,1295
15,november,1295
15,november,1295
15,november,1295
15,october,1296
15,october,1296
15,october,1296
15,october,1296
15,october,1296
15,october,1296
15,october,1296
15,october,1296
15,oil,276
15,oil,276
15,operating,815
15,operating,815
15,operating,815
15,operating,815
15,operating,815
15,output,1297
15,output,1297
15,overseas,1298
15,peak,1299
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percent,280
15,percentage,1054
15,percentage,1054
15,plants,939
15,plants,939
15,plants,939
15,point,285
15,points,1300
15,portrayed,1301
15,price,1302
15,primary,129
15,producers,1303
15,producers,1303
15,producing,1304
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,production,1305
15,ranging,1306
15,rate,1307
15,rate,1307
15,rate,1307
15,rate,1307
15,rate,1307
15,rate,1307
15,rate,1307
15,rates,1308
15,recorded,1309
15,reflecting,1310
15,reflecting,1310
15,reflection,1311
15,related,133
15,report,594
15,report,594
15,reported,1089
15,reserve,1312
15,reserve,1312
15,reserves,1313
15,rise,1314
15,rose,1128
15,rose,1128
15,rose,1128
15,rose,1128
15,rose,1128
15,rose,1128
15,sales,312
15,sector,1315
15,sector,1315
15,sector,1315
15,september,319
15,seventh,1316
15,shortages,1317
15,slightly,1318
15,slipped,456
15,spending,1319
15,stands,1320
15,statistics,1321
15,steel,1322
15,stood,1323
15,strong,1200
15,stronger,1324
15,surge,1325
15,surge,1325
15,three,171
15,ticket,1326
15,today,619
15,top,466
15,total,1327
15,trouble,622
15,truck,1328
15,truck,1328
15,units,1329
15,utilities,1330
15,utilities,1330
15,utilities,1330
15,utilities,1330
15,value,973
15,vehicle,1331
15,year,182
15,year,182
15,year,182
15,years,184
16,adding,1
16,american,485
16,americans,683
16,animals,902
16,animals,902
16,arizona,1332
16,asleep,1333
16,association,1334
16,attacks,1335
16,attacks,1335
16,babies,1336
16,babies,1336
16,ban,1337
16,believe,15
16,bite,1338
16,bites,1339
16,bites,1339
16,bites,1339
16,bites,1339
16,brian,1340
16,buying,1341
16,california,706
16,carolina,1342
16,caused,1241
16,child,1343
16,children,1344
16,children,1344
16,children,1344
16,city,368
16,claim,1345
16,colorado,1346
16,compared,1347
16,constructive,1348
16,dangerous,1349
16,dc,737
16,described,1350
16,doctors,1351
16,doctors,1351
16,doctors,1351
16,doctors,1351
16,doctors,1351
16,doctors,1351
16,doctors,1351
16,dogs,1105
16,ears,1352
16,estimated,640
16,families,1353
16,ferret,1354
16,ferret,1354
16,ferrets,1355
16,ferrets,1355
16,ferrets,1355
16,ferrets,1355
16,ferrets,1355
16,ferrets,1355
16,ferrets,1355
16,georgia,1356
16,hampshire,1357
16,health,1358
16,hold,1359
16,increasingly,1360
16,increasingly,1360
16,infant,1361
16,injuries,1362
16,john,1363
16,journal,1364
16,killed,91
16,killed,91
16,lauer,1365
16,loosen,1366
16,medical,1367
16,medicine,1368
16,million,268
16,month,807
16,new,563
16,new,563
16,north,1369
16,officials,814
16,ownership,1370
16,paisley,1371
16,percent,280
16,percent,280
16,percent,280
16,period,1372
16,pet,1373
16,pet,1373
16,popular,1183
16,popular,1183
16,population,1374
16,prohibited,1375
16,proposed,297
16,rate,1307
16,recovered,592
16,release,135
16,reported,1089
16,reported,1089
16,reports,1224
16,require,1376
16,required,945
16,requiring,1377
16,sale,1378
16,say,1379
16,school,144
16,severe,1380
16,small,1381
16,states,326
16,suffered,1382
16,suitable,1383
16,surgery,1384
16,third,170
16,three,171
16,todays,620
16,two,887
16,two,887
16,two,887
16,two,887
16,university,1385
16,unknown,1386
16,w,1387
16,washington,893
16,write,673
16,year,182
16,york,632
16,young,1388
17,acts,1389
17,affected,1072
17,album,1390
17,appearances,1391
17,asked,194
17,associations,1392
17,award,1393
17,award,1393
17,award,1393
17,award,1393
17,award,1393
17,awards,1095
17,awards,1095
17,awards,1095
17,awards,1095
17,back,356
17,beer,1394
17,black,497
17,black,497
17,brooks,1395
17,business,703
17,call,707
17,career,1146
17,ceremony,1396
17,ceremony,1396
17,cities,1397
17,clear,371
17,clint,1398
17,commercials,1399
17,consecutive,1243
17,consider,1400
17,country,732
17,country,732
17,country,732
17,country,732
17,crystal,1401
17,crystal,1401
17,cut,1402
17,dakota,1403
17,dance,508
17,development,221
17,don,1404
17,double,1405
17,duo,1406
17,early,756
17,entertainer,383
17,event,1407
17,fame,385
17,female,1408
17,figure,1409
17,five,530
17,ford,1410
17,ford,1410
17,george,63
17,get,396
17,gill,1411
17,going,399
17,got,643
17,great,535
17,greg,1412
17,group,242
17,group,242
17,hair,1413
17,hair,1413
17,hall,1414
17,hard,644
17,hat,1415
17,henry,537
17,home,404
17,honor,1416
17,honors,1417
17,horizon,1418
17,husband,1419
17,i,79
17,i,79
17,i,79
17,industry,921
17,ive,1167
17,jon,1420
17,kansas,1421
17,keep,257
17,keith,1422
17,kentucky,1423
17,known,1170
17,late,413
17,leading,1279
17,like,97
17,locks,1424
17,longer,1425
17,made,261
17,made,261
17,male,1426
17,martin,1427
17,mean,1428
17,means,1429
17,members,997
17,mind,1430
17,monday,423
17,morgan,1431
17,mother,1432
17,music,429
17,music,429
17,music,429
17,music,429
17,musician,1433
17,name,112
17,naomi,1434
17,nashville,1435
17,nationally,1436
17,night,935
17,normally,1437
17,north,1369
17,november,1295
17,older,1438
17,outside,120
17,path,1439
17,people,124
17,performed,1440
17,performers,1441
17,picked,1442
17,presentation,1443
17,ranch,1444
17,ranch,1444
17,received,1445
17,return,1446
17,second,1447
17,sing,1448
17,singer,608
17,single,1006
17,small,1381
17,smiled,1449
17,song,658
17,stop,1450
17,strait,1451
17,strait,1451
17,strait,1451
17,strait,1451
17,strait,1451
17,stuff,1452
17,success,1203
17,taking,877
17,talked,1453
17,televised,1454
17,tennessee,1455
17,thats,332
17,tonight,1456
17,top,466
17,top,466
17,tour,1457
17,tour,1457
17,towns,1458
17,tv,1459
17,two,887
17,video,1460
17,vocal,1461
17,vocal,1461
17,vocal,1461
17,vocalist,1462
17,vocalist,1462
17,wasnt,475
17,went,177
17,went,177
17,winner,1463
17,winners,1464
17,winter,1465
17,won,900
17,won,900
17,won,900
17,wont,1466
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,year,182
17,yearold,183
17,youth,1467
18,accompanied,1229
18,ad,1468
18,ad,1468
18,added,1469
18,addressing,1470
18,adopted,1471
18,advisers,681
18,affairs,1472
18,ahead,1473
18,aired,1474
18,alive,1475
18,america,1476
18,america,1476
18,american,485
18,american,485
18,apparently,7
18,appeared,8
18,approach,1477
18,ashland,1478
18,asked,194
18,asked,194
18,attended,1020
18,back,356
18,barbara,1479
18,believe,15
18,believe,15
18,better,360
18,broadcast,1480
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bush,1481
18,bushs,1482
18,calling,1483
18,calls,1484
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,campaign,1485
18,comes,1486
18,commercial,1487
18,complex,32
18,conference,1488
18,confident,1489
18,country,732
18,couple,1490
18,crowd,1491
18,crystal,1401
18,dan,1492
18,day,218
18,day,218
18,de,1493
18,decision,740
18,deep,1494
18,detroit,1495
18,difference,1496
18,different,1497
18,done,1498
18,dont,42
18,dukakis,988
18,dukakis,988
18,dukakis,988
18,echoed,1499
18,elect,1500
18,election,1028
18,election,1028
18,election,1028
18,emerging,1501
18,end,913
18,ended,1502
18,endorsement,1503
18,enter,915
18,entertained,1504
18,evening,1505
18,exercise,1506
18,experience,1507
18,experts,1508
18,explaining,1509
18,expressed,1510
18,failed,1108
18,family,46
18,family,46
18,family,46
18,family,46
18,fans,1511
18,featured,1512
18,feel,1513
18,felt,1514
18,felt,1514
18,felt,1514
18,final,1515
18,final,1515
18,four,60
18,france,1032
18,french,1033
18,friends,62
18,fundamentally,1516
18,future,1517
18,george,63
18,get,396
18,get,396
18,get,396
18,get,396
18,get,396
18,glad,1518
18,good,66
18,gop,1519
18,great,535
18,great,535
18,guided,1520
18,halfdozen,1521
18,halfhour,1522
18,halfhour,1522
18,halfhour,1522
18,happy,1523
18,hard,644
18,headquarters,1524
18,headquarters,1524
18,heart,1525
18,holding,1526
18,home,404
18,home,404
18,honest,1527
18,hotel,1528
18,houston,1529
18,i,79
18,i,79
18,i,79
18,i,79
18,i,79
18,i,79
18,i,79
18,i,79
18,ill,1530
18,im,646
18,immediately,1531
18,important,246
18,indiana,1532
18,interview,1533
18,issue,1221
18,issue,1221
18,judgment,1534
18,just,87
18,key,1535
18,language,1536
18,lead,1537
18,lead,1537
18,liberal,1538
18,life,1539
18,life,1539
18,line,1282
18,line,1282
18,listening,1540
18,little,99
18,local,553
18,looking,1541
18,lot,102
18,louis,1542
18,lynn,1543
18,made,261
18,made,261
18,major,1177
18,mall,1544
18,mate,1545
18,meant,1546
18,meeting,106
18,members,997
18,members,997
18,mention,1547
18,michael,998
18,michigan,999
18,minutes,1548
18,missouri,1549
18,mo,1550
18,monday,423
18,monday,423
18,monday,423
18,monday,423
18,mood,1551
18,mood,1551
18,music,429
18,national,560
18,national,560
18,nationwide,1552
18,nervous,1553
18,nervous,1553
18,nervous,1553
18,networks,1554
18,night,935
18,nominee,1000
18,nominee,1000
18,ohio,1555
18,ohio,1555
18,opinion,1556
18,opponent,1557
18,outcome,1558
18,paid,1559
18,past,574
18,peace,1560
18,people,124
18,people,124
18,people,124
18,person,282
18,personally,1561
18,philosophy,1562
18,philosophy,1562
18,place,437
18,planned,284
18,planned,284
18,policies,831
18,polling,1563
18,polls,1564
18,predictions,1565
18,president,292
18,president,292
18,president,292
18,president,292
18,president,292
18,presidential,836
18,presidential,836
18,prosperity,1566
18,public,298
18,quayle,1567
18,radio,1568
18,rallies,1569
18,rally,1570
18,reagan,591
18,reagans,1571
18,referendum,1572
18,referendum,1572
18,referendum,1572
18,reject,1573
18,relaxed,1574
18,replied,1575
18,reporter,1576
18,reporters,852
18,reporters,852
18,republican,1189
18,republican,1189
18,republican,1189
18,respect,1577
18,returns,1578
18,right,598
18,right,598
18,risk,1579
18,rival,1580
18,room,138
18,running,140
18,rural,1581
18,saying,314
18,scenes,1582
18,secure,1583
18,security,452
18,security,452
18,sees,317
18,sen,1584
18,service,1131
18,shift,1585
18,shopping,1586
18,showed,1587
18,showed,1587
18,skepticism,1588
18,soon,1589
18,speak,1590
18,spent,159
18,spot,1591
18,st,1592
18,stars,1593
18,start,1594
18,state,868
18,states,326
18,strength,1199
18,strength,1199
18,stronger,1324
18,suburb,1595
18,swing,1596
18,take,329
18,talk,1597
18,talked,1453
18,talked,1453
18,telephone,330
18,television,615
18,tell,1598
18,telling,1599
18,texas,1600
18,texas,1600
18,thats,332
18,themes,1601
18,theres,665
18,theres,665
18,thousand,1602
18,three,171
18,today,619
18,today,619
18,today,619
18,todays,620
18,told,339
18,told,339
18,told,339
18,top,466
18,trust,1603
18,tv,1459
18,un,1604
18,united,469
18,vice,341
18,vice,341
18,viewers,1605
18,visited,1606
18,visiting,1607
18,vote,1071
18,vote,1071
18,vote,1071
18,voted,1608
18,voted,1608
18,voters,1609
18,voters,1609
18,voting,1610
18,watch,1611
18,wife,670
18,work,346
18,working,478
18,wrapped,1612
18,written,1613
18,years,184
19,accounting,1614
19,adoption,1615
19,annual,1232
19,assets,1616
19,assuming,981
19,attractive,1617
19,average,1618
19,average,1618
19,barrels,1619
19,barrels,1619
19,barrels,1619
19,based,1620
19,benefit,1621
19,biggest,1622
19,business,703
19,cash,366
19,causes,1623
19,chairman,1101
19,change,1624
19,changed,1625
19,co,1626
19,company,211
19,company,211
19,company,211
19,compared,1347
19,completion,1627
19,concerns,1628
19,conditions,1629
19,considering,1219
19,corp,1630
19,coupled,1631
19,cubic,1632
19,cubic,1632
19,cubic,1632
19,current,1633
19,day,218
19,debt,1634
19,debt,1634
19,due,381
19,earlier,227
19,earnings,1635
19,earnings,1635
19,earnings,1635
19,earnings,1635
19,earnings,1635
19,end,913
19,end,913
19,end,913
19,energy,1636
19,enhance,1637
19,entire,1638
19,expense,1639
19,expenses,1640
19,favorable,1641
19,federal,48
19,feet,389
19,feet,389
19,feet,389
19,figures,529
19,financial,1642
19,financial,1642
19,first,55
19,first,55
19,first,55
19,firstquarter,1643
19,flexibility,1644
19,flow,1645
19,future,1517
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,gas,1265
19,goal,777
19,heating,1646
19,higher,1267
19,income,1647
19,increased,1270
19,independent,1648
19,interest,1649
19,kenneth,1650
19,l,547
19,largest,1651
19,last,95
19,lay,1652
19,lay,1652
19,lay,1652
19,lay,1652
19,lower,1283
19,major,1177
19,market,1653
19,meeting,106
19,million,268
19,million,268
19,million,268
19,million,268
19,million,268
19,million,268
19,months,933
19,nations,1654
19,natural,561
19,natural,561
19,natural,561
19,natural,561
19,normal,1655
19,oil,276
19,oil,276
19,oil,276
19,oil,276
19,oil,276
19,oil,276
19,oil,276
19,oil,276
19,opportunities,1656
19,paid,1559
19,patterns,1657
19,percent,280
19,percentage,1054
19,period,1372
19,position,289
19,prices,583
19,prices,583
19,primary,129
19,proceeds,1658
